source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Megakaryocyte,MSC,APP,NOTCH2,Ligand,Receptor,0.20614232579306
Megakaryocyte,MSC,APP,LRP1,Ligand,Receptor,0.308235736480566
Megakaryocyte,MSC,THBS1,LRP1,Ligand,Receptor,0.277885619333748
Megakaryocyte,MSC,CD99,CD81,Ligand,Receptor,0.962386180795827
Megakaryocyte,MSC,CD99,PILRB,Ligand,Receptor,0.810944757662138
Megakaryocyte,MSC,HLA-DPA1,CD4,Ligand,Receptor,0.126371432642169
Megakaryocyte,MSC,HLA-DPA1,LAG3,Ligand,Receptor,0.0948185299370013
Megakaryocyte,MSC,HLA-DMB,CD4,Ligand,Receptor,0.116169836004719
Megakaryocyte,MSC,B2M,TFRC,Ligand,Receptor,2.56089972606441
Megakaryocyte,MSC,SIRPA,CD47,Ligand,Receptor,0.17377811774125
Megakaryocyte,MSC,DLK1,NOTCH2,Ligand,Receptor,0.611087837560799
Megakaryocyte,MSC,DLK1,NOTCH3,Ligand,Receptor,0.768940914957177
Megakaryocyte,MSC,EFNB1,ERBB2,Ligand,Receptor,0.113153821184187
Megakaryocyte,MSC,CD47,SIRPA,Ligand,Receptor,0.205829388772611
Megakaryocyte,MSC,ICAM4,ITGB2,Ligand,Receptor,0.188164071575991
Megakaryocyte,MSC,ICAM4,ITGB1,Ligand,Receptor,0.286956623134173
Megakaryocyte,MSC,ICAM4,ITGAV,Ligand,Receptor,0.216236304941625
Megakaryocyte,MSC,SEMA4D,PLXNB2,Ligand,Receptor,0.0912191311972769
Megakaryocyte,MSC,SEMA4D,ERBB2,Ligand,Receptor,0.112128828302247
Megakaryocyte,MSC,PDGFC,PDGFRB,Ligand,Receptor,0.211412819334095
Megakaryocyte,MSC,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.217565826603481
Megakaryocyte,MSC,TNFSF13B,CD40,Ligand,Receptor,0.143997605863984
Megakaryocyte,MSC,VWF,LRP1,Ligand,Receptor,0.258263915784302
Megakaryocyte,MSC,LAMB1,ITGA1,Ligand,Receptor,0.13379414231911
Megakaryocyte,MSC,COL6A3,ITGA10,Ligand,Receptor,0.229501777051662
Megakaryocyte,MSC,COL6A3,ITGA11,Ligand,Receptor,0.245230328751432
Megakaryocyte,MSC,HSPG2,LRP1,Ligand,Receptor,0.231982248798787
Megakaryocyte,MSC,TGFB1,ITGB1,Ligand,Receptor,0.540332815657206
Megakaryocyte,MSC,TGFB1,ITGB5,Ligand,Receptor,0.437130000309388
Megakaryocyte,MSC,TGFB1,TGFBR3,Ligand,Receptor,0.423017436014052
Megakaryocyte,MSC,POMC,RAMP2,Ligand,Receptor,0.131735338686654
Megakaryocyte,MSC,POMC,RAMP3,Ligand,Receptor,0.125616662669549
Megakaryocyte,MSC,PPBP,ACKR1,Ligand,Receptor,1.92317707957991
Megakaryocyte,MSC,PF4,THBD,Ligand,Receptor,1.85499852473524
Megakaryocyte,MSC,PF4,LRP1,Ligand,Receptor,1.9941194549923
Megakaryocyte,MSC,PF4,ACKR1,Ligand,Receptor,1.89244530275511
Megakaryocyte,MSC,LGALS1,ITGB1,Ligand,Receptor,0.598794624979703
Megakaryocyte,MSC,CCL5,ACKR1,Ligand,Receptor,1.35167624502908
Megakaryocyte,MSC,MIF,CD44,Ligand,Receptor,0.648188906305158
Megakaryocyte,MSC,MIF,TNFRSF14,Ligand,Receptor,0.533110057138324
Megakaryocyte,MSC,BDNF,NGFR,Ligand,Receptor,0.0383677550720868
Megakaryocyte,MSC,BDNF,NTRK2,Ligand,Receptor,0.0574539607823763
Megakaryocyte,MSC,S100A4,ERBB2,Ligand,Receptor,0.789406476887621
Megakaryocyte,MSC,CALR,LRP1,Ligand,Receptor,0.390418536853536
Megakaryocyte,MSC,SNCA,LAG3,Ligand,Receptor,0.83147344405187
Megakaryocyte,MSC,VEGFB,NRP1,Ligand,Receptor,0.0960984514844384
Megakaryocyte,MSC,MFGE8,ITGAV,Ligand,Receptor,0.179496847194149
Megakaryocyte,MSC,MFGE8,PDGFRB,Ligand,Receptor,0.20725018672551
Megakaryocyte,MSC,POSTN,ITGB5,Ligand,Receptor,0.170571004406079
Megakaryocyte,MSC,SPON2,ITGB2,Ligand,Receptor,0.161971370757562
Megakaryocyte,MSC,SPON2,ITGB1,Ligand,Receptor,0.260763922315744
Megakaryocyte,MSC,SPON2,ITGA5,Ligand,Receptor,0.12714771200283
Megakaryocyte,MSC,CCL28,CCR10,Ligand,Receptor,0.0482233708355851
Megakaryocyte,MSC,GPI,AMFR,Ligand,Receptor,0.230862901432583
Megakaryocyte,MSC,GZMB,IGF2R,Ligand,Receptor,0.194144372477985
Megakaryocyte,MSC,MFNG,NOTCH2,Ligand,Receptor,0.271168849556067
Megakaryocyte,MSC,ARF1,INSR,Ligand,Receptor,0.771868638972188
Megakaryocyte,MSC,TIMP1,CD63,Ligand,Receptor,1.42802532817951
Megakaryocyte,MSC,PLAT,LRP1,Ligand,Receptor,0.242669245427918
Megakaryocyte,MSC,TGFB1,ENG,Ligand,Receptor,0.556457554858681
Megakaryocyte,MSC,TFPI,LRP1,Ligand,Receptor,0.249128228317616
Megakaryocyte,MSC,F13A1,ITGB1,Ligand,Receptor,0.685490498072233
Megakaryocyte,MSC,HMGB1,THBD,Ligand,Receptor,0.786055228421639
Megakaryocyte,MSC,LTB,TNFRSF1A,Ligand,Receptor,0.26744551923494
Megakaryocyte,MSC,SERPINE2,LRP1,Ligand,Receptor,0.311327271486178
Megakaryocyte,MSC,LRPAP1,LRP1,Ligand,Receptor,0.273630812673572
Megakaryocyte,MSC,C1QB,LRP1,Ligand,Receptor,0.254508254893135
Megakaryocyte,MSC,PSAP,LRP1,Ligand,Receptor,0.491389157866603
Megakaryocyte,MSC,HLA-B,CANX,Ligand,Receptor,1.8319985971891
Megakaryocyte,MSC,LTBP1,ITGB5,Ligand,Receptor,0.131747539819234
Megakaryocyte,MSC,LTB,CD40,Ligand,Receptor,0.240392718398585
Megakaryocyte,MSC,CCL5,SDC4,Ligand,Receptor,1.31285933120257
Megakaryocyte,MSC,PTDSS1,JMJD6,Ligand,Receptor,0.0932281009894434
Megakaryocyte,MSC,TLN1,ITGB5,Ligand,Receptor,0.393415164749811
Megakaryocyte,MSC,CALM1,INSR,Ligand,Receptor,0.381746477532581
Megakaryocyte,MSC,CALM3,INSR,Ligand,Receptor,0.950314061859452
Megakaryocyte,MSC,ITGB3BP,ITGB5,Ligand,Receptor,0.157106595014464
Megakaryocyte,MSC,VCL,ITGB5,Ligand,Receptor,0.336343593768809
Megakaryocyte,MSC,LMAN1,MCFD2,Ligand,Receptor,0.171220361726968
Megakaryocyte,MSC,CALM3,AQP1,Ligand,Receptor,0.925357744027663
Megakaryocyte,MSC,PKM,CD44,Ligand,Receptor,0.740426801852321
Megakaryocyte,MSC,CALM1,PTPRA,Ligand,Receptor,0.389062195141223
Megakaryocyte,MSC,SPTAN1,PTPRA,Ligand,Receptor,0.159819366618387
Megakaryocyte,MSC,RTN4,NGFR,Ligand,Receptor,0.270044083207143
Megakaryocyte,MSC,HSP90B1,LRP1,Ligand,Receptor,0.297532852350648
Megakaryocyte,MSC,NUCB2,ERAP1,Ligand,Receptor,0.159613559166712
Megakaryocyte,MSC,CALM1,AQP1,Ligand,Receptor,0.356790159700792
Megakaryocyte,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.357782755535686
Megakaryocyte,MSC,BDNF,ERBB2,Ligand,Receptor,0.077612370487566
Megakaryocyte,MSC,SPARC,FGFR1,Ligand,Receptor,0.368522292869448
Megakaryocyte,MSC,SPARC,ENG,Ligand,Receptor,0.476029955108414
Megakaryocyte,MSC,VWF,ITGB1,Ligand,Receptor,0.283814238161776
Megakaryocyte,MSC,TGFB1,LPP,Ligand,Receptor,0.424021506525439
Megakaryocyte,MSC,MFGE8,ITGB5,Ligand,Receptor,0.147014350038878
Megakaryocyte,MSC,LCN2,FCGR2A,Ligand,Receptor,0.434305361122616
Megakaryocyte,MSC,MAML2,NOTCH2,Ligand,Receptor,0.179042520909621
Megakaryocyte,MSC,MAML2,NOTCH3,Ligand,Receptor,0.336895598305999
Megakaryocyte,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.188437265970637
Megakaryocyte,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.276535554107135
Megakaryocyte,Megakaryocyte,APP,CD74,Ligand,Receptor,0.619625858554824
Megakaryocyte,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.937094671531949
Megakaryocyte,Megakaryocyte,THBS1,CD36,Ligand,Receptor,0.471321156720876
Megakaryocyte,Megakaryocyte,THBS1,CD47,Ligand,Receptor,0.269219216228984
Megakaryocyte,Megakaryocyte,CD99,CD81,Ligand,Receptor,0.822791983452454
Megakaryocyte,Megakaryocyte,B2M,TFRC,Ligand,Receptor,2.53532806998434
Megakaryocyte,Megakaryocyte,SIRPA,CD47,Ligand,Receptor,0.202485746885138
Megakaryocyte,Megakaryocyte,CD47,SIRPA,Ligand,Receptor,0.202485746885138
Megakaryocyte,Megakaryocyte,ICAM4,ITGB1,Ligand,Receptor,0.400178827245434
Megakaryocyte,Megakaryocyte,ICAM4,ITGA2B,Ligand,Receptor,0.421632082786459
Megakaryocyte,Megakaryocyte,SEMA4D,PLXNB2,Ligand,Receptor,0.0695405709992946
Megakaryocyte,Megakaryocyte,CLEC1B,KLRB1,Ligand,Receptor,0.585210664004907
Megakaryocyte,Megakaryocyte,CLEC2D,KLRB1,Ligand,Receptor,0.193663407222637
Megakaryocyte,Megakaryocyte,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.199810677018026
Megakaryocyte,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,0.370754775287523
Megakaryocyte,Megakaryocyte,TGFB1,ITGB1,Ligand,Receptor,0.653555019768467
Megakaryocyte,Megakaryocyte,TGFB1,CXCR4,Ligand,Receptor,0.436715669277372
Megakaryocyte,Megakaryocyte,POMC,ADRA2A,Ligand,Receptor,0.109465026241515
Megakaryocyte,Megakaryocyte,PPBP,ADRA2A,Ligand,Receptor,1.84872319501181
Megakaryocyte,Megakaryocyte,PPBP,ACKR1,Ligand,Receptor,1.91743726255115
Megakaryocyte,Megakaryocyte,PF4,ADRA2A,Ligand,Receptor,1.81799141818702
Megakaryocyte,Megakaryocyte,PF4,ACKR1,Ligand,Receptor,1.88670548572635
Megakaryocyte,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,0.712016829090964
Megakaryocyte,Megakaryocyte,LGALS1,PTPRC,Ligand,Receptor,0.476479611360965
Megakaryocyte,Megakaryocyte,GZMA,F2R,Ligand,Receptor,0.309658209561448
Megakaryocyte,Megakaryocyte,CCL5,ADRA2A,Ligand,Receptor,1.27722236046099
Megakaryocyte,Megakaryocyte,CCL5,ACKR1,Ligand,Receptor,1.34593642800033
Megakaryocyte,Megakaryocyte,MIF,CD44,Ligand,Receptor,0.749692888731567
Megakaryocyte,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.778368366955738
Megakaryocyte,Megakaryocyte,MIF,TNFRSF14,Ligand,Receptor,0.564482360387348
Megakaryocyte,Megakaryocyte,CXCL3,ADRA2A,Ligand,Receptor,0.0827669435560044
Megakaryocyte,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,0.550644318883298
Megakaryocyte,Megakaryocyte,S100A12,CD36,Ligand,Receptor,0.434653192120515
Megakaryocyte,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,0.365287772293158
Megakaryocyte,Megakaryocyte,FAM3C,CLEC2D,Ligand,Receptor,0.146368921456175
Megakaryocyte,Megakaryocyte,SPON2,ITGB1,Ligand,Receptor,0.373986126427005
Megakaryocyte,Megakaryocyte,SPON2,ITGA4,Ligand,Receptor,0.0725985959466441
Megakaryocyte,Megakaryocyte,CCL28,ADRA2A,Ligand,Receptor,0.0496519354197663
Megakaryocyte,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.34794098473645
Megakaryocyte,Megakaryocyte,LGALS1,CD69,Ligand,Receptor,0.581785148819633
Megakaryocyte,Megakaryocyte,CD38,PECAM1,Ligand,Receptor,0.255750822173072
Megakaryocyte,Megakaryocyte,GNAS,PTGDR,Ligand,Receptor,0.655701440905773
Megakaryocyte,Megakaryocyte,ARF1,INSR,Ligand,Receptor,0.737271932273957
Megakaryocyte,Megakaryocyte,TIMP1,CD63,Ligand,Receptor,1.51682002886253
Megakaryocyte,Megakaryocyte,TGFB1,ENG,Ligand,Receptor,0.451508844647469
Megakaryocyte,Megakaryocyte,F13A1,ITGA4,Ligand,Receptor,0.497325171703133
Megakaryocyte,Megakaryocyte,F13A1,ITGB1,Ligand,Receptor,0.798712702183494
Megakaryocyte,Megakaryocyte,GNAI2,F2R,Ligand,Receptor,0.142574940814835
Megakaryocyte,Megakaryocyte,GNAI2,CAV1,Ligand,Receptor,0.171599814191007
Megakaryocyte,Megakaryocyte,ZG16B,CXCR4,Ligand,Receptor,0.156757050807998
Megakaryocyte,Megakaryocyte,LTB,TNFRSF1A,Ligand,Receptor,0.281800214986966
Megakaryocyte,Megakaryocyte,HLA-B,CANX,Ligand,Receptor,1.85804333790474
Megakaryocyte,Megakaryocyte,BDNF,SORT1,Ligand,Receptor,0.0485388062039333
Megakaryocyte,Megakaryocyte,MYL9,CD69,Ligand,Receptor,1.08027270219111
Megakaryocyte,Megakaryocyte,CALM1,MYLK,Ligand,Receptor,0.516007442726253
Megakaryocyte,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,1.08457502705312
Megakaryocyte,Megakaryocyte,CALM1,INSR,Ligand,Receptor,0.347149770834349
Megakaryocyte,Megakaryocyte,CALM3,INSR,Ligand,Receptor,0.915717355161221
Megakaryocyte,Megakaryocyte,TGFB1,CAV1,Ligand,Receptor,0.459635487124453
Megakaryocyte,Megakaryocyte,CALM3,GP6,Ligand,Receptor,0.982747929630288
Megakaryocyte,Megakaryocyte,PKM,CD44,Ligand,Receptor,0.771029460741204
Megakaryocyte,Megakaryocyte,HMGB1,CXCR4,Ligand,Receptor,0.847109334676341
Megakaryocyte,Megakaryocyte,CALM1,PTPRA,Ligand,Receptor,0.430581803559074
Megakaryocyte,Megakaryocyte,SPTAN1,PTPRA,Ligand,Receptor,0.201338975036238
Megakaryocyte,Megakaryocyte,GNAI2,S1PR4,Ligand,Receptor,0.149494017345065
Megakaryocyte,Megakaryocyte,CALM1,GP6,Ligand,Receptor,0.414180345303416
Megakaryocyte,Megakaryocyte,CALM1,FAS,Ligand,Receptor,0.374966397844344
Megakaryocyte,Megakaryocyte,VWF,ITGB1,Ligand,Receptor,0.397036442273037
Megakaryocyte,Megakaryocyte,LCN2,FCGR2A,Ligand,Receptor,0.662230492377346
Megakaryocyte,Fibroblast,ADAM10,TSPAN17,Ligand,Receptor,0.252039556325247
Megakaryocyte,Fibroblast,APP,CD74,Ligand,Receptor,0.618801604180132
Megakaryocyte,Fibroblast,APP,RPSA,Ligand,Receptor,0.806645766286909
Megakaryocyte,Fibroblast,APP,AGER,Ligand,Receptor,0.159027555149776
Megakaryocyte,Fibroblast,CD99,CD81,Ligand,Receptor,0.830822758097777
Megakaryocyte,Fibroblast,B2M,TFRC,Ligand,Receptor,2.72498344690355
Megakaryocyte,Fibroblast,EFNB1,EPHB4,Ligand,Receptor,0.0993408484256411
Megakaryocyte,Fibroblast,TGFB1,ITGB1,Ligand,Receptor,0.447214433497789
Megakaryocyte,Fibroblast,TGFB1,CXCR4,Ligand,Receptor,0.410778719070232
Megakaryocyte,Fibroblast,POMC,RAMP2,Ligand,Receptor,0.13322507547161
Megakaryocyte,Fibroblast,POMC,RAMP3,Ligand,Receptor,0.141462937902261
Megakaryocyte,Fibroblast,PPBP,ACKR1,Ligand,Receptor,1.99892941542533
Megakaryocyte,Fibroblast,PF4,LDLR,Ligand,Receptor,1.84322860523042
Megakaryocyte,Fibroblast,PF4,THBD,Ligand,Receptor,1.91342432795382
Megakaryocyte,Fibroblast,PF4,ACKR1,Ligand,Receptor,1.96819763860053
Megakaryocyte,Fibroblast,GZMA,F2R,Ligand,Receptor,0.216201089776337
Megakaryocyte,Fibroblast,GZMA,PARD3,Ligand,Receptor,0.242157002396435
Megakaryocyte,Fibroblast,CCL5,CCRL2,Ligand,Receptor,1.27572139794972
Megakaryocyte,Fibroblast,CCL5,ACKR1,Ligand,Receptor,1.42742858087451
Megakaryocyte,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.764987764664822
Megakaryocyte,Fibroblast,MIF,TNFRSF14,Ligand,Receptor,0.508875343346767
Megakaryocyte,Fibroblast,CXCL3,ACKR1,Ligand,Receptor,0.232973163969523
Megakaryocyte,Fibroblast,CD38,PECAM1,Ligand,Receptor,0.174532208189235
Megakaryocyte,Fibroblast,ARF1,INSR,Ligand,Receptor,0.766027599524695
Megakaryocyte,Fibroblast,TIMP1,CD63,Ligand,Receptor,1.04326088223638
Megakaryocyte,Fibroblast,TGFB1,ENG,Ligand,Receptor,0.534401112313942
Megakaryocyte,Fibroblast,F13A1,ITGB1,Ligand,Receptor,0.592372115912817
Megakaryocyte,Fibroblast,HMGB1,THBD,Ligand,Receptor,0.844481031640217
Megakaryocyte,Fibroblast,LTB,TNFRSF1A,Ligand,Receptor,0.230842528207458
Megakaryocyte,Fibroblast,CALM1,MYLK,Ligand,Receptor,0.336195175521627
Megakaryocyte,Fibroblast,CALM3,MYLK,Ligand,Receptor,0.904762759848499
Megakaryocyte,Fibroblast,C1QB,C1QBP,Ligand,Receptor,0.291167381714113
Megakaryocyte,Fibroblast,HMGB1,AGER,Ligand,Receptor,0.775967977347911
Megakaryocyte,Fibroblast,CALM1,INSR,Ligand,Receptor,0.375905438085087
Megakaryocyte,Fibroblast,CALM3,INSR,Ligand,Receptor,0.944473022411959
Megakaryocyte,Fibroblast,CALM3,GP6,Ligand,Receptor,0.908385834199322
Megakaryocyte,Fibroblast,CALM3,AQP1,Ligand,Receptor,0.936924640412327
Megakaryocyte,Fibroblast,ARPC5,LDLR,Ligand,Receptor,0.472441400232774
Megakaryocyte,Fibroblast,HMGB1,CXCR4,Ligand,Receptor,0.821172384469202
Megakaryocyte,Fibroblast,CALM1,PTPRA,Ligand,Receptor,0.384721395274796
Megakaryocyte,Fibroblast,ACTR2,LDLR,Ligand,Receptor,0.165598239603273
Megakaryocyte,Fibroblast,FADD,TRAF2,Ligand,Receptor,0.0232261233185256
Megakaryocyte,Fibroblast,GSTP1,TRAF2,Ligand,Receptor,0.542884519240625
Megakaryocyte,Fibroblast,CALM1,KCNN4,Ligand,Receptor,0.366556399427125
Megakaryocyte,Fibroblast,NUCB2,ERAP1,Ligand,Receptor,0.17894649303192
Megakaryocyte,Fibroblast,CALM1,GP6,Ligand,Receptor,0.33981824987245
Megakaryocyte,Fibroblast,CALM1,AQP1,Ligand,Receptor,0.368357056085455
Megakaryocyte,Fibroblast,SPARC,FGFR1,Ligand,Receptor,0.313328568191157
Megakaryocyte,Fibroblast,SPARC,ENG,Ligand,Receptor,0.453973512563675
Megakaryocyte,Fibroblast,SOCS2,EPOR,Ligand,Receptor,0.209700260811173
Megakaryocyte,Myeloid,B2M,TFRC,Ligand,Receptor,2.56272724028307
Megakaryocyte,Myeloid,ICAM4,ITGB2,Ligand,Receptor,0.260947724264292
Megakaryocyte,Myeloid,CLEC1B,KLRB1,Ligand,Receptor,0.528986922831736
Megakaryocyte,Myeloid,CLEC2D,KLRB1,Ligand,Receptor,0.137439666049466
Megakaryocyte,Myeloid,PPBP,ACKR1,Ligand,Receptor,1.89937164345112
Megakaryocyte,Myeloid,PF4,ACKR1,Ligand,Receptor,1.86863986662632
Megakaryocyte,Myeloid,CCL5,ACKR1,Ligand,Receptor,1.3278708089003
Megakaryocyte,Myeloid,SPON2,ITGB2,Ligand,Receptor,0.234755023445863
Megakaryocyte,Myeloid,TIMP1,CD63,Ligand,Receptor,1.22995200481002
Megakaryocyte,Myeloid,PKM,CD44,Ligand,Receptor,0.777274973759253
Megakaryocyte,Myeloid,CALM1,FAS,Ligand,Receptor,0.38763496074218
Fibroblast,Neural,LGALS9,CD44,Ligand,Receptor,0.22212947912454
Fibroblast,Neural,COL18A1,ITGA1,Ligand,Receptor,0.165560623057693
Fibroblast,Neural,HMGB1,THBD,Ligand,Receptor,0.842281996703711
Fibroblast,Neural,ICAM4,RHAG,Ligand,Receptor,0.32467031507244
Fibroblast,Neural,HMGB1,CXCR4,Ligand,Receptor,0.844623922022975
Fibroblast,Neural,HMGB1,CD163,Ligand,Receptor,0.84278808144214
Fibroblast,Neural,CALM1,HMMR,Ligand,Receptor,0.293000683798085
Fibroblast,Neural,LGALS9,SLC1A5,Ligand,Receptor,0.423726535454623
Fibroblast,Neural,CALM1,KCNN4,Ligand,Receptor,0.308383158968793
Fibroblast,Neural,CALM1,FAS,Ligand,Receptor,0.341610666092138
Fibroblast,Neural,VEGFA,CD44,Ligand,Receptor,0.148601635791926
Fibroblast,MSC,LGALS9,LRP1,Ligand,Receptor,0.313455277866923
Fibroblast,MSC,LGALS9,CD47,Ligand,Receptor,0.276081245618271
Fibroblast,MSC,LGALS9,MRC2,Ligand,Receptor,0.333085441787665
Fibroblast,MSC,APP,CD74,Ligand,Receptor,0.420663750687361
Fibroblast,MSC,APP,NOTCH2,Ligand,Receptor,0.17958552388953
Fibroblast,MSC,APP,LRP1,Ligand,Receptor,0.281678934577036
Fibroblast,MSC,HLA-DMB,CD4,Ligand,Receptor,0.145274734731835
Fibroblast,MSC,ADAM17,ITGB1,Ligand,Receptor,0.263952865913072
Fibroblast,MSC,ADAM17,ITGA5,Ligand,Receptor,0.130336655600158
Fibroblast,MSC,DLK1,NOTCH3,Ligand,Receptor,0.317718700646395
Fibroblast,MSC,ICAM4,ITGB1,Ligand,Receptor,0.250334599314462
Fibroblast,MSC,ICAM4,ITGAV,Ligand,Receptor,0.179614281121915
Fibroblast,MSC,HLA-DRB5,CD4,Ligand,Receptor,0.10037158932949
Fibroblast,MSC,AGRN,ITGB1,Ligand,Receptor,0.320525258915218
Fibroblast,MSC,AGRN,LRP1,Ligand,Receptor,0.294974936537744
Fibroblast,MSC,COL4A1,ITGA10,Ligand,Receptor,0.189202087817071
Fibroblast,MSC,COL4A1,ITGA1,Ligand,Receptor,0.191958648847899
Fibroblast,MSC,COL4A1,ITGA11,Ligand,Receptor,0.204930639516841
Fibroblast,MSC,COL4A1,CD47,Ligand,Receptor,0.187410244688336
Fibroblast,MSC,FN1,ITGAV,Ligand,Receptor,0.321761966363341
Fibroblast,MSC,FN1,ITGA5,Ligand,Receptor,0.290314020303157
Fibroblast,MSC,FN1,PLAUR,Ligand,Receptor,0.237597505102698
Fibroblast,MSC,VWF,SIRPA,Ligand,Receptor,0.224736190690511
Fibroblast,MSC,VWF,LRP1,Ligand,Receptor,0.397851123679524
Fibroblast,MSC,LAMB1,ITGA1,Ligand,Receptor,0.158819361632203
Fibroblast,MSC,IBSP,ITGB5,Ligand,Receptor,0.205173155135371
Fibroblast,MSC,HSPG2,FGFR1,Ligand,Receptor,0.205073748378086
Fibroblast,MSC,HSPG2,LRP1,Ligand,Receptor,0.270906349038102
Fibroblast,MSC,MIF,CD44,Ligand,Receptor,0.443412038954449
Fibroblast,MSC,NID1,ITGB1,Ligand,Receptor,0.296456671415576
Fibroblast,MSC,NID1,ITGAV,Ligand,Receptor,0.225736353223029
Fibroblast,MSC,VEGFA,NRP1,Ligand,Receptor,0.124543197957647
Fibroblast,MSC,VEGFA,NRP2,Ligand,Receptor,0.230308975965034
Fibroblast,MSC,VEGFA,ITGB1,Ligand,Receptor,0.265477756911783
Fibroblast,MSC,VEGFA,ITGAV,Ligand,Receptor,0.194757438719236
Fibroblast,MSC,GAL,HLA-DPA1,Ligand,Receptor,0.0684091133547459
Fibroblast,MSC,BDNF,NGFR,Ligand,Receptor,0.036866792560813
Fibroblast,MSC,BDNF,NTRK2,Ligand,Receptor,0.0559529982711026
Fibroblast,MSC,CALR,ITGAV,Ligand,Receptor,0.446204825096258
Fibroblast,MSC,CALR,LRP1,Ligand,Receptor,0.491374820911331
Fibroblast,MSC,MFGE8,ITGAV,Ligand,Receptor,0.217744254610924
Fibroblast,MSC,MFGE8,PDGFRB,Ligand,Receptor,0.245497594142285
Fibroblast,MSC,POSTN,ITGB5,Ligand,Receptor,0.1785161901416
Fibroblast,MSC,ANGPT1,ITGB1,Ligand,Receptor,0.239095987151785
Fibroblast,MSC,ANGPT1,ITGA5,Ligand,Receptor,0.105479776838871
Fibroblast,MSC,LTBP3,ITGB5,Ligand,Receptor,0.132329232579482
Fibroblast,MSC,COL18A1,ITGA1,Ligand,Receptor,0.306273504524444
Fibroblast,MSC,COL18A1,ITGA10,Ligand,Receptor,0.303516943493616
Fibroblast,MSC,COL18A1,ITGA11,Ligand,Receptor,0.319245495193386
Fibroblast,MSC,MFNG,NOTCH2,Ligand,Receptor,0.147970248235312
Fibroblast,MSC,HRAS,INSR,Ligand,Receptor,0.126762143432905
Fibroblast,MSC,TIMP1,CD63,Ligand,Receptor,1.04220146624281
Fibroblast,MSC,PLAT,LRP1,Ligand,Receptor,0.282252713067769
Fibroblast,MSC,TIMP2,ITGB1,Ligand,Receptor,0.280435193329646
Fibroblast,MSC,CTHRC1,FZD5,Ligand,Receptor,0.107193563206548
Fibroblast,MSC,HMGB1,THBD,Ligand,Receptor,0.883855304890865
Fibroblast,MSC,TGM2,ITGB1,Ligand,Receptor,0.26903092209932
Fibroblast,MSC,TGM2,SDC4,Ligand,Receptor,0.102989533658133
Fibroblast,MSC,A2M,LRP1,Ligand,Receptor,0.306915597827904
Fibroblast,MSC,SERPINE2,LRP1,Ligand,Receptor,0.206358651199003
Fibroblast,MSC,LRPAP1,LRP1,Ligand,Receptor,0.258499661124199
Fibroblast,MSC,PSAP,LRP1,Ligand,Receptor,0.425281899060488
Fibroblast,MSC,COL18A1,ITGA5,Ligand,Receptor,0.231033244678093
Fibroblast,MSC,COL18A1,PTPRS,Ligand,Receptor,0.209294037507866
Fibroblast,MSC,CALM1,INSR,Ligand,Receptor,0.340293342369596
Fibroblast,MSC,ITGB3BP,ITGB5,Ligand,Receptor,0.12870615822866
Fibroblast,MSC,MMP2,FGFR1,Ligand,Receptor,0.200751798868063
Fibroblast,MSC,ARF6,SMAP1,Ligand,Receptor,0.242150845923613
Fibroblast,MSC,CALM1,PTPRA,Ligand,Receptor,0.347609059978238
Fibroblast,MSC,RTN4,NGFR,Ligand,Receptor,0.203809927216191
Fibroblast,MSC,HSP90B1,LRP1,Ligand,Receptor,0.331873006967124
Fibroblast,MSC,HSP90B1,ERBB2,Ligand,Receptor,0.198002689393591
Fibroblast,MSC,HSP90AA1,ERBB2,Ligand,Receptor,0.554792062209736
Fibroblast,MSC,COL18A1,ITGB5,Ligand,Receptor,0.26144663964319
Fibroblast,MSC,CALM1,AQP1,Ligand,Receptor,0.315337024537807
Fibroblast,MSC,BDNF,ERBB2,Ligand,Receptor,0.0761114079762922
Fibroblast,MSC,LGALS3,ENG,Ligand,Receptor,0.595005369891609
Fibroblast,MSC,VWF,ITGB1,Ligand,Receptor,0.423401446056998
Fibroblast,MSC,RARRES1,NRP2,Ligand,Receptor,0.245266412382897
Fibroblast,MSC,ETV5,ERBB2,Ligand,Receptor,0.0724883336254694
Fibroblast,MSC,MFGE8,ITGB5,Ligand,Receptor,0.185261757455654
Fibroblast,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.21669058662566
Fibroblast,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.304788874762159
Fibroblast,Megakaryocyte,APP,CD74,Ligand,Receptor,0.593069056651294
Fibroblast,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.910537869628419
