source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Fibroblast,MSC,VWF,ITGB1,Ligand,Receptor,0.423401446056998
Fibroblast,MSC,RARRES1,NRP2,Ligand,Receptor,0.245266412382897
Fibroblast,MSC,ETV5,ERBB2,Ligand,Receptor,0.0724883336254694
Fibroblast,MSC,MFGE8,ITGB5,Ligand,Receptor,0.185261757455654
Fibroblast,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.21669058662566
Fibroblast,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.304788874762159
Fibroblast,Megakaryocyte,APP,CD74,Ligand,Receptor,0.593069056651294
Fibroblast,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.910537869628419
Fibroblast,Megakaryocyte,VCAM1,ITGA4,Ligand,Receptor,0.27394254670452
Fibroblast,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,0.377175070024333
Fibroblast,Megakaryocyte,ICAM4,ITGB1,Ligand,Receptor,0.363556803425723
Fibroblast,Megakaryocyte,ICAM4,ITGA2B,Ligand,Receptor,0.385010058966749
Fibroblast,Megakaryocyte,CLEC2D,KLRB1,Ligand,Receptor,0.169892052448185
Fibroblast,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,0.433747463026479
Fibroblast,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,0.527927459843994
Fibroblast,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,0.216117873832224
Fibroblast,Megakaryocyte,COL4A1,GP6,Ligand,Receptor,0.121517373051392
Fibroblast,Megakaryocyte,FN1,ITGA4,Ligand,Receptor,0.319650564330695
Fibroblast,Megakaryocyte,VWF,SELP,Ligand,Receptor,0.265263618778455
Fibroblast,Megakaryocyte,VWF,SIRPA,Ligand,Receptor,0.221392548803037
Fibroblast,Megakaryocyte,COL1A2,ITGA2B,Ligand,Receptor,0.415110652981932
Fibroblast,Megakaryocyte,LAMB2,RPSA,Ligand,Receptor,0.853643211988371
Fibroblast,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,0.409678875526838
Fibroblast,Megakaryocyte,TGFB1,ITGB1,Ligand,Receptor,0.348754252038561
Fibroblast,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,0.629628890642827
Fibroblast,Megakaryocyte,MIF,CD44,Ligand,Receptor,0.544916021380857
Fibroblast,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.573591499605028
Fibroblast,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,0.409678875526838
Fibroblast,Megakaryocyte,VEGFA,ITGB1,Ligand,Receptor,0.378699961023044
Fibroblast,Megakaryocyte,GAL,ADRA2A,Ligand,Receptor,0.0338536887445375
Fibroblast,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,0.651600602941092
Fibroblast,Megakaryocyte,ADM,RAMP1,Ligand,Receptor,0.204251238942729
Fibroblast,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,0.381297124300385
Fibroblast,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,0.352318191263046
Fibroblast,Megakaryocyte,FAM3C,CLEC2D,Ligand,Receptor,0.147091391310518
Fibroblast,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.393657397440907
Fibroblast,Megakaryocyte,LGALS1,CD69,Ligand,Receptor,0.499397210371496
Fibroblast,Megakaryocyte,GNAS,PTGDR,Ligand,Receptor,0.442023323382127
Fibroblast,Megakaryocyte,HRAS,CAV1,Ligand,Receptor,0.207315908934058
Fibroblast,Megakaryocyte,TIMP1,CD63,Ligand,Receptor,1.13099616692583
Fibroblast,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,0.393657397440907
Fibroblast,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,0.382253126210582
Fibroblast,Megakaryocyte,MYL9,CD69,Ligand,Receptor,0.358573586720251
Fibroblast,Megakaryocyte,CALM1,MYLK,Ligand,Receptor,0.474554307563268
Fibroblast,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,0.473758548529601
Fibroblast,Megakaryocyte,MMP2,PECAM1,Ligand,Receptor,0.267826966808017
Fibroblast,Megakaryocyte,ARF6,SMAP1,Ligand,Receptor,0.229968239952833
Fibroblast,Megakaryocyte,HMGB1,CXCR4,Ligand,Receptor,0.944909411145567
Fibroblast,Megakaryocyte,CALM1,PTPRA,Ligand,Receptor,0.389128668396089
Fibroblast,Megakaryocyte,CALM1,GP6,Ligand,Receptor,0.372727210140432
Fibroblast,Megakaryocyte,VWF,ITGA4,Ligand,Receptor,0.235236119687898
Fibroblast,Megakaryocyte,VWF,ITGB1,Ligand,Receptor,0.536623650168259
Fibroblast,Fibroblast,ADAM10,TSPAN17,Ligand,Receptor,0.233402486649487
Fibroblast,Fibroblast,APP,CD74,Ligand,Receptor,0.592244802276602
Fibroblast,Fibroblast,APP,RPSA,Ligand,Receptor,0.780088964383379
Fibroblast,Fibroblast,LAMB2,RPSA,Ligand,Receptor,0.723194306743331
Fibroblast,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.560210897314112
Fibroblast,Fibroblast,CALR,SCARF1,Ligand,Receptor,0.343691530579252
Fibroblast,Fibroblast,ADM,RAMP3,Ligand,Receptor,0.146535969720325
Fibroblast,Fibroblast,HRAS,INSR,Ligand,Receptor,0.120921103985412
Fibroblast,Fibroblast,HMGB1,THBD,Ligand,Receptor,0.942281108109443
Fibroblast,Fibroblast,HMGB1,AGER,Ligand,Receptor,0.873768053817136
Fibroblast,Fibroblast,CALM1,INSR,Ligand,Receptor,0.334452302922102
Fibroblast,Fibroblast,MMP2,PECAM1,Ligand,Receptor,0.186608352824179
Fibroblast,Fibroblast,FABP5,RXRA,Ligand,Receptor,0.198212918287571
Fibroblast,Fibroblast,ARF6,SMAP1,Ligand,Receptor,0.222302355067916
Fibroblast,Fibroblast,HMGB1,CXCR4,Ligand,Receptor,0.918972460938427
Fibroblast,Fibroblast,HSPA8,LDLR,Ligand,Receptor,0.421418099018297
Fibroblast,Fibroblast,GSTP1,TRAF2,Ligand,Receptor,0.421387880356554
Fibroblast,Fibroblast,CALM1,KCNN4,Ligand,Receptor,0.32510326426414
Fibroblast,Fibroblast,CALM1,AQP1,Ligand,Receptor,0.32690392092247
Fibroblast,Fibroblast,LGALS3,ENG,Ligand,Receptor,0.57294892734687
Fibroblast,Fibroblast,VWF,ITGB1,Ligand,Receptor,0.330283063897581
Fibroblast,Myeloid,ICAM4,ITGB2,Ligand,Receptor,0.224325700444582
Fibroblast,Myeloid,CALM1,FAS,Ligand,Receptor,0.346181825579195
Myeloid,Neural,ITGB2,CD226,Ligand,Receptor,0.208466467388154
Myeloid,Neural,S100A8,CD36,Ligand,Receptor,2.92260973900741
Myeloid,Neural,S100A9,CD36,Ligand,Receptor,2.66909440569257
Myeloid,Neural,MIF,CD74,Ligand,Receptor,0.581100235763007
Myeloid,Neural,MIF,CXCR4,Ligand,Receptor,0.537586978571722
Myeloid,Neural,S100A12,CD36,Ligand,Receptor,0.435407578392366
Myeloid,Neural,TFF3,CXCR4,Ligand,Receptor,0.226981537297769
Myeloid,Neural,GPI,AMFR,Ligand,Receptor,0.26160727706274
Myeloid,Neural,SLPI,PLSCR4,Ligand,Receptor,0.841657893381501
Myeloid,Neural,LTF,LRP11,Ligand,Receptor,0.786495146771572
Myeloid,Neural,SLPI,PLSCR1,Ligand,Receptor,0.849567318182336
Myeloid,Neural,LTF,TFRC,Ligand,Receptor,1.08964411798301
Myeloid,Neural,CALM1,HMMR,Ligand,Receptor,0.32317643232317
Myeloid,Neural,CALM1,KCNN4,Ligand,Receptor,0.338558907493878
Myeloid,Neural,CALM1,AQP1,Ligand,Receptor,0.332453966360303
Myeloid,Neural,CALM1,FAS,Ligand,Receptor,0.371786414617223
Myeloid,Neural,RETN,CAP1,Ligand,Receptor,1.13083106433906
Myeloid,Neural,LTF,BTN3A2,Ligand,Receptor,0.771075992201576
Myeloid,MSC,ITGB2,THY1,Ligand,Receptor,0.4042517676085
Myeloid,MSC,HLA-G,CD4,Ligand,Receptor,0.140550345394547
Myeloid,MSC,HLA-DMA,CD4,Ligand,Receptor,0.1488283212134
Myeloid,MSC,ADAM15,ITGB1,Ligand,Receptor,0.28398877981121
Myeloid,MSC,ADAM15,ITGAV,Ligand,Receptor,0.213268461618663
Myeloid,MSC,ADAM15,ITGA5,Ligand,Receptor,0.150372569498297
Myeloid,MSC,HSPG2,LRP1,Ligand,Receptor,0.266322302009667
Myeloid,MSC,HP,ITGB2,Ligand,Receptor,0.201081950829678
Myeloid,MSC,POMC,RAMP2,Ligand,Receptor,0.113998394468955
Myeloid,MSC,POMC,RAMP3,Ligand,Receptor,0.10787971845185
Myeloid,MSC,S100A8,ITGB2,Ligand,Receptor,2.9218745557132
Myeloid,MSC,S100A8,CD36,Ligand,Receptor,2.9054937820714
Myeloid,MSC,S100A9,ITGB2,Ligand,Receptor,2.66835922239836
Myeloid,MSC,S100A9,CD36,Ligand,Receptor,2.65197844875656
Myeloid,MSC,MIF,CD44,Ligand,Receptor,0.681201155137321
Myeloid,MSC,MIF,TNFRSF14,Ligand,Receptor,0.566122305970487
Myeloid,MSC,TCN1,CD320,Ligand,Receptor,0.0949311808952842
Myeloid,MSC,GRN,TNFRSF1A,Ligand,Receptor,0.33971704238944
Myeloid,MSC,S100A12,CD36,Ligand,Receptor,0.41829162145636
Myeloid,MSC,CLEC11A,ITGA10,Ligand,Receptor,0.311603112582655
Myeloid,MSC,CLEC11A,ITGB1,Ligand,Receptor,0.433868135577437
Myeloid,MSC,CLEC11A,ITGA11,Ligand,Receptor,0.343060215982195
Myeloid,MSC,GPI,AMFR,Ligand,Receptor,0.218679444631529
Myeloid,MSC,GRN,SORT1,Ligand,Receptor,0.275915668225946
Myeloid,MSC,LTF,LRP1,Ligand,Receptor,0.936319215128209
Myeloid,MSC,TIMP2,ITGB1,Ligand,Receptor,0.291872624387141
Myeloid,MSC,SLPI,PLSCR4,Ligand,Receptor,0.853223233077823
Myeloid,MSC,LTF,LRP11,Ligand,Receptor,0.773312217143221
Myeloid,MSC,SLPI,PLSCR1,Ligand,Receptor,0.930479200465195
Myeloid,MSC,CALM1,INSR,Ligand,Receptor,0.370469090894681
Myeloid,MSC,LTF,TFRC,Ligand,Receptor,0.798977516978533
Myeloid,MSC,CALM1,PTPRA,Ligand,Receptor,0.377784808503323
Myeloid,MSC,SLPI,CD4,Ligand,Receptor,0.891615895177958
Myeloid,MSC,CALM1,AQP1,Ligand,Receptor,0.345512773062892
Myeloid,MSC,RETN,CAP1,Ligand,Receptor,1.1613771263758
Myeloid,MSC,LTF,BTN3A3,Ligand,Receptor,0.758762613738739
Myeloid,MSC,LTF,BTN3A2,Ligand,Receptor,0.815612548849476
Myeloid,MSC,CD59,STAB1,Ligand,Receptor,0.651284362652084
Myeloid,MSC,LCN2,FCGR2A,Ligand,Receptor,0.85884780553717
Myeloid,Megakaryocyte,ITGB2,CD226,Ligand,Receptor,0.319055719411055
Myeloid,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,0.397210983922472
Myeloid,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,0.405094828498402
Myeloid,Megakaryocyte,POMC,ADRA2A,Ligand,Receptor,0.0917280820238157
Myeloid,Megakaryocyte,S100A8,CD36,Ligand,Receptor,3.18855232228103
Myeloid,Megakaryocyte,S100A8,CD68,Ligand,Receptor,3.04270414435713
Myeloid,Megakaryocyte,S100A9,CD36,Ligand,Receptor,2.93503698896619
Myeloid,Megakaryocyte,S100A9,CD68,Ligand,Receptor,2.7891888110423
Myeloid,Megakaryocyte,MIF,CD44,Ligand,Receptor,0.782705137563729
Myeloid,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.8113806157879
Myeloid,Megakaryocyte,MIF,TNFRSF14,Ligand,Receptor,0.59749460921951
Myeloid,Megakaryocyte,GRN,TNFRSF1A,Ligand,Receptor,0.354071738141466
Myeloid,Megakaryocyte,S100A12,CD36,Ligand,Receptor,0.701350161665991
Myeloid,Megakaryocyte,TFF3,CXCR4,Ligand,Receptor,0.327267026420361
Myeloid,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,0.389876169441641
Myeloid,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.547090339688698
Myeloid,Megakaryocyte,GRN,SORT1,Ligand,Receptor,0.277080874297937
Myeloid,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,0.405094828498402
Myeloid,Megakaryocyte,GNAI2,F2R,Ligand,Receptor,0.289068415261261
Myeloid,Megakaryocyte,GNAI2,CAV1,Ligand,Receptor,0.318093288637433
Myeloid,Megakaryocyte,GNAI2,TBXA2R,Ligand,Receptor,0.224119428412072
Myeloid,Megakaryocyte,ZG16B,CXCR4,Ligand,Receptor,0.174503979322281
Myeloid,Megakaryocyte,CD24,SELP,Ligand,Receptor,0.715017901555147
Myeloid,Megakaryocyte,GNAI2,ADRA2A,Ligand,Receptor,0.197112257987423
Myeloid,Megakaryocyte,SLPI,PLSCR1,Ligand,Receptor,0.905803970541697
Myeloid,Megakaryocyte,CALM1,MYLK,Ligand,Receptor,0.504730056088353
Myeloid,Megakaryocyte,CALM3,MYLK,Ligand,Receptor,0.455139645134374
Myeloid,Megakaryocyte,CALM1,INSR,Ligand,Receptor,0.335872384196449
Myeloid,Megakaryocyte,LTF,TFRC,Ligand,Receptor,0.773405860898458
Myeloid,Megakaryocyte,CALM1,PTPRA,Ligand,Receptor,0.419304416921174
Myeloid,Megakaryocyte,S100A8,CD69,Ligand,Receptor,3.00365763111131
Myeloid,Megakaryocyte,GNAI2,S1PR4,Ligand,Receptor,0.295987491791492
Myeloid,Megakaryocyte,CALM1,GP6,Ligand,Receptor,0.402902958665517
Myeloid,Megakaryocyte,CALM1,FAS,Ligand,Receptor,0.363689011206444
Myeloid,Megakaryocyte,RETN,CAP1,Ligand,Receptor,1.61014506884873
Myeloid,Megakaryocyte,LTF,BTN3A2,Ligand,Receptor,0.778096122160262
Myeloid,Megakaryocyte,CD59,STAB1,Ligand,Receptor,0.631027019172637
Myeloid,Megakaryocyte,LCN2,FCGR2A,Ligand,Receptor,1.0867729367919
Myeloid,Fibroblast,HP,ASGR1,Ligand,Receptor,0.109248469459632
Myeloid,Fibroblast,POMC,RAMP2,Ligand,Receptor,0.115488131253911
Myeloid,Fibroblast,POMC,RAMP3,Ligand,Receptor,0.123725993684562
Myeloid,Fibroblast,S100A8,CD36,Ligand,Receptor,2.94337139129369
Myeloid,Fibroblast,S100A8,AGER,Ligand,Receptor,2.84590860356311
Myeloid,Fibroblast,S100A9,CD36,Ligand,Receptor,2.68985605797885
Myeloid,Fibroblast,S100A9,AGER,Ligand,Receptor,2.59239327024828
Myeloid,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.798000013496984
Myeloid,Fibroblast,MIF,TNFRSF14,Ligand,Receptor,0.54188759217893
Myeloid,Fibroblast,TCN1,CD320,Ligand,Receptor,0.0953459350330439
Myeloid,Fibroblast,GRN,TNFRSF1A,Ligand,Receptor,0.303114051361958
Myeloid,Fibroblast,S100A12,CD36,Ligand,Receptor,0.456169230678649
Myeloid,Fibroblast,TFF3,CXCR4,Ligand,Receptor,0.301330076213221
Myeloid,Fibroblast,CLEC11A,ITGB1,Ligand,Receptor,0.340749753418021
Myeloid,Fibroblast,GNAI2,F2R,Ligand,Receptor,0.19561129547615
Myeloid,Fibroblast,SLPI,PLSCR4,Ligand,Receptor,0.853542741066215
Myeloid,Fibroblast,ZG16B,CXCR4,Ligand,Receptor,0.148567029115142
Myeloid,Fibroblast,SLPI,PLSCR1,Ligand,Receptor,0.98106375986371
Myeloid,Fibroblast,CALM1,INSR,Ligand,Receptor,0.364628051447188
Myeloid,Fibroblast,LTF,TFRC,Ligand,Receptor,0.963061237817673
Myeloid,Fibroblast,CALM1,PTPRA,Ligand,Receptor,0.373444008636896
Myeloid,Fibroblast,ACTR2,LDLR,Ligand,Receptor,0.235760101538731
Myeloid,Fibroblast,GNAI2,S1PR4,Ligand,Receptor,0.191988221125327
Myeloid,Fibroblast,CALM1,KCNN4,Ligand,Receptor,0.355279012789226
Myeloid,Fibroblast,CALM1,GP6,Ligand,Receptor,0.328540863234551
Myeloid,Fibroblast,CALM1,AQP1,Ligand,Receptor,0.357079669447556
Myeloid,Fibroblast,RETN,CAP1,Ligand,Receptor,1.13791902612515
Myeloid,Fibroblast,LTF,BTN3A2,Ligand,Receptor,0.798729430449676
Myeloid,Fibroblast,LTF,AGER,Ligand,Receptor,0.787111033797418
Myeloid,Myeloid,HP,ITGB2,Ligand,Receptor,0.273865603517979
Myeloid,Myeloid,S100A8,ITGB2,Ligand,Receptor,2.9946582084015
Myeloid,Myeloid,S100A8,CD36,Ligand,Receptor,2.85208829823053
Myeloid,Myeloid,S100A8,CD68,Ligand,Receptor,2.86594451746125
Myeloid,Myeloid,S100A9,ITGB2,Ligand,Receptor,2.74114287508666
Myeloid,Myeloid,S100A9,CD36,Ligand,Receptor,2.59857296491569
Myeloid,Myeloid,S100A9,CD68,Ligand,Receptor,2.61242918414641
Myeloid,Myeloid,S100A12,CD36,Ligand,Receptor,0.364886137615489
Myeloid,Myeloid,LTF,TFRC,Ligand,Receptor,0.80080503119719
Myeloid,Myeloid,CALM1,FAS,Ligand,Receptor,0.37635757410428
Myeloid,Myeloid,RETN,CAP1,Ligand,Receptor,1.17061253760282
